"year"|"congress"|"title"|"abstract"|"link"|"tags"
"1991"|"8C3"|"securityz heute, oder der Mensch als DV System"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Prorammentwicklung und der Teufel im Detail"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Haftung bei Prgrammfehlern und Anomalien"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Mailboxen und private Netze aus Sicht der DBP Telekom"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"ComLink und APC"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Privates Internet"|"Hier wurden die privaten Netze IN, SubNet, Maus und andere beschrieben, was fuer Moeglichkeiten die Netze haben und wie man sich anschliessen kann. Recht interessant, um einen kleinen Einblick in den Hintergrund der Netzwerke zu bekommen."|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Voice-Mail & PIT"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"10 Jahre Chaos Computer Club?"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Mercury & AtariUUCP"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"AmigaUUCP"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"AX.25, Packet Radio"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Unix"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Zerberus"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"TeX"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"BTX-Docu-Verfahren"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"MUD als Cyberspace?"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Netzdienste (E-Mail, News, Irc)"|"Mail, News, FTP, Remote Login und Irc wurden den Anwesenden nahegebracht. Besonders hervorzuheben ist der Beitrag von Princess ueber die News, der engagiert und gut verstaendlich das Wesen der News rueberbrachte und auch eine Diskussion ueber die Zensur von Newsgruppen in Gang setzte, die trotz der Zielgruppe des Vortrags (Netz-Laien) recht fundiert war, die Meinungen
jedoch nicht zusammenzubringen waren."|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"virenz"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Journalisten / Neue Medien"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Datenschutz – Theorie und Praxis"|""|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"Corn Flakes Pfeiffen und Nachfolgemodelle"|"""Workshop"" Cornflakes-Pfeifen (BlueBoxing)"|"http://ds.ccc.de/pdfs/ds037.pdf"|""
"1991"|"8C3"|"[Computer und Ethik]"|""|"https://web.archive.org/web/20060521101131/http://events.ccc.de/congress/1991/"|""
"1991"|"8C3"|"[Datenschutz]"|"In der Podiumsdiskussion ""Datenschutz"" wurde hauptsaechlich ueber die Arbeit und die Aufgaben des Datenschutzbeauftragten geredet sowie speziell von einer Seite immer wieder die implizite Unsecurityz der heutigen Betriebssysteme Unix und DOS (PC) angefuehrt."|"https://web.archive.org/web/20060521101131/http://events.ccc.de/congress/1991/"|""
"1991"|"8C3"|"[Definitionsfragen]"|"Es fing damit an, dass Wau zur Vorgeschichte sagte, dass er sich gegen die Ueberschrift ""Techno-terrorz"" gewandt hatte und erstmal eine Begriffsdefinition wuenschte. Das sollte also die ""Definitionsfrage"" sein? Die diversen zu diskutierenden Begriffe? Eingeschraenkt auf das Thema ""Technoterrorz""?"|"https://web.archive.org/web/20060521101131/http://events.ccc.de/congress/1991/"|""
"1991"|"8C3"|"[Offene Netze und freier Zugang an Unis]"|"Hier wurde ausfuehrlich das Muensteraner Pilotprojekt ""DAWIN"" vorgestellt, das gegen den urspruenglichen Widerstand des Rechenzentrums, aber mit Unterstuetzung des DFN-Vereins, der Universitaet die Netznutzung schmackhaft machen konnte. Zusaetzlich wurden weitere Argumente und Moeglichkeiten gebracht, um einem den Netzzugang zu ermoeglichen."|"https://web.archive.org/web/20060521101131/http://events.ccc.de/congress/1991/"|""
"1991"|"8C3"|"[Buergerdatenfunk]"|""|"https://web.archive.org/web/20060521101131/http://events.ccc.de/congress/1991/"|""
