"year"|"congress"|"title"|"abstract"|"link"|"tags"
"1998"|"15C3"|"Eröffnung / Internationaler hackzfrühschoppen"|"Zu den gewohnten Gästen aus den Niederlanden und den USA gesellen sich dieses Jahr zum ersten Mal auf dem Chaos Communication Congress Freunde aus Spanien (siehe auch http://hispahackz.ccc.de) sowie etlichen anderen Ländern - die Vielfalt der Übersetzungen der Congress-FAQ in rund ein Dutzend Sprachen ist ein Indiz für die gewachsene Internationalisierung auch beim CCC."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"TCP/IP für Anfängerz: Aufbau, Anwendungen und Angriffsmöglichkeiten"|"- Was ist TCP/IP? - Historie und Designkriterien - Schichtenmodell im Vergleich zu ISO - Aufbau der Protokolle - Paketformate und Header - Anwendungen - Angriffsmoeglichkeiten"|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Chipcard-hackz Grundlagen"|"Chipkarten und andere securityzsprozessoren / Vom Speicheroszilloskop zur Ionenstahlanlage -- Ein kleiner Einblick in Techniken mit denen geheime Schlüsseldaten den vermeintlich auslesesicheren Prozessoren in Chipkarten und anderen securityzsanwendungen entrissen werden können."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Sprache, Dienste und Kultur des Internet - Anfängerz in die Netzkulturen"|"Das Internet wird zunehmend Bestand des Alltags nicht nur für die jüngeren Generationen. Mit dem Anmelden bei einem Provider oder Online-Dienst ist es jedoch nicht getan und allzuoft merkt man erst ""auf die harte Tour"", was sich alles falsch machen lässt. Wau Holland versucht Anfängerz eine Sicht auf das Wechselspiel von Nützlichem, Nachbarschaftsstreit im Netz und Sprachstilen zwischen FAQ und Flame."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"ISDN-Grundlagen"|"Warum und wie wird das analoge Telefonsignal digitalisiert? Übersicht der verschiedenen Protokoll-Schichten / Wie funktioniert die Uk0 Schicht1? Wie funktioniert die S0 Schicht1? Was wird auf der Schicht2 ausgetauscht? Wie arbeitet die Schicht3 des D-Kanals (mit genauen Beispielen)? Übersicht der unterschiedlichen ISDN-Implementierungen (vorallen USA<->Europa) Welche Daten und wie fliessen auf dem B-Kanal / Praktische Tips (was tun wenn's nicht geht)"|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"IP Routing"|"Der DNS-Server sagt meinem Mail-Server, wie bei welcher IP-Nummer er die Mail für AOL abgeben soll, aber wie kriegt der Mail-Server das Paket dahin? Dieser Workshop soll die verschiedenen Routing-Protokolle beleuchten, natürlich insbesondere unter securityzsaspekten."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Religiöse Diskussion der Betriebssystemevangelisten"|"Schlammcatchen der Unbelehrbaren: Apple / OS-2 / BSD / Linux / NT / Amiga / Sonstige"|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Funktechnik für Anfängerz"|"Was gibts fr Funkdienste? (Kommerzielle Funkdienste wie BOS, Bündelfunk, Flottensteuerungssysteme, GPS, etc., selberfunken mit CB-Funk und Amateurfunk, LPDs, Datenfunk) / Was kann man damit machen? Wie kann man das securityz/mitlesen? (Kleine Scanner-Kunde) / und mehr..."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Crashkurs PERL für Anfängerz"|"Ein Anfängerz in die Programmiersprache that gets the job done"|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
"1998"|"15C3"|"Geschichte des CCC und des hackztums in Deutschland"|"Ein chronologischer Anfängerz zur Gründung des CCC und der Entwicklung der hackzszene in Deutschland."|"https://events.ccc.de/congress/1998/fahrplan-beschreibung.html"|""
