"year"|"congress"|"title"|"abstract"|"link"|"tags"
"1996"|"13C3"|"TCP/IP fuer Anfaenger"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Chaosradio -der CCC als Medienproduzent"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Trust-Center I: Was ist und wer traut einem Trustcenter?"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"THC++"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"IP V6, A-& X-DSL Technik, neue Dienste und Moeglichkeiten"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Umgang mit Gross-konzernen: CCC als kritischer Telekom-Aktionaer?"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Firewall Aufzucht & Pflege"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"CCC TrustCenter-Workshop"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"ISDN-Protokolle im Detail"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Ueber die Kompa-tibilitaet von virtueller zu tatsaechlicher Realitaet"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Waehrungs-Workshop"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Delphi-Boersen Workshop"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Organisations-workshop"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"CCC Sachsen und die Idee der Politikseminare"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Wie funktioniert das Internet in den USA ?"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Vernetzung selbst-gemacht: Beispiel Prenzlnet"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Technikfolgen: Unfallverhuetung bei Schiffen"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Visionspromoting -ein Projekt im www stellt sich vor"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Dummheit in Netzen, Teil 13: ""Schulen ans Netz"""|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Lockpicking-workshop"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"IP over Packet Radio"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"BOS-Funktechnik...securityzs-aufgaben..."|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Begruessung und Orienterung"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"CCC vor Ort Erfa-Kreise berichten ueber Projekte, Aktionen und zukuenftige Koordination"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Zensur-Debatte"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Vorstellung d. OnlineMagnaCharta"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Wirtschafts-spionage am Beispiel PROMIS Film+Diskussion"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"ORGA-Hinweise+ Schlafplatz-vergabe"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Chronik 1996: CCC-Geschichte und drumherum im Jahre -4"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Orga-Hinweise"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Ueberleben in den Datenfluten:Informations-stukturierung"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Zusammenwuchs Telefonnetz und Internet"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Film und Work-shopankuendigung LOCKPICKING"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Globalisierung und Auswirkungen + Grundversorgung und Umgang mit Grosskonzernen"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Vortrag Prof. Kittler: ""Hardware"""|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"-noch unklar -"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Orga-Hinweise"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Fuer eine maschinenlesbare Regierung: Freedom of Information Act"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Create your own money:Bildung monopol-freier Waehrungen"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Anfängerz in die Kybernetik (Prof. Voelz) Informationelle Kriegsfuehrung & angewandte Kybernetik"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"-in Klaerung -"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
"1996"|"13C3"|"Wo wollen wir denn eigentlich hin? Zukunfts +Abschluss-diskussion"|"N/A"|"https://events.ccc.de/congress/1996/Fahrplan.html"|""
