"year"|"congress"|"title"|"abstract"|"link"|"tags"
"2005"|"22C3"|"22C3 Closing Event - Famous last words"|"Please join us as we look back to what happened and look forward to what's next on our agenda.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/776.en.html"|""
"2005"|"22C3"|"22C3 Network Review"|"An Anfängerz into the structure and design of the cong ress network - featuring a description of hardware setup and focusing on the uplink to the internet.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/496.en.html"|""
"2005"|"22C3"|"3G Investigations - Scanning your GPRS/UMTS IP network for fun  and profit"|"We are giving an overview of ip networks used for >=2.5G technologies. Our main focus is on scanning the overlaying ip network\ ; on different Voice-over-IP filter implementations and the possibilit ies to circumvent them.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/567.en.html"|""
"2005"|"22C3"|"5 Theses on Informational-Cognitive Capitalism"|"Discussion premised on the intersections of information f eudalism; free software and open sources; piracy; cracking; volunt eer and unwaged labour; class reconfigurations; and tainted myth.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/1083.en.html"|""
"2005"|"22C3"|"Academic tools and real-life bug finding in Win32"|"Overview of a few academic program verification/checking tools; their usefulness for practical bug finding (particularly; in W in32 PE binaries); a report on the progress of integer overflow detect ion tool implementation (with preliminary results).CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/563.en.html"|""
"2005"|"22C3"|"Access to Knowledge - Copyright, Patents and Politics at the World Intellectual Property Organisation"|"Your Access to Knowledge is at stake. At the World Intell ectual Property Organisation; where international treaties on copyrig ht and patents are decided on; a revolution is taking place. Big righ tsholders have been getting their way until now; restricting the free use of ideas. A Treaty on Access to Knowledge is needed to guarantee your rights; and the Free Software Foundation Europe is working on it .CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/499.en.html"|""
"2005"|"22C3"|"A discussion about modern disk encryption systems"|"Jacob Appelbaum will discuss different disk encryption sy stems in their current implementation. This will include technical as well as legal issues.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/1112.en.html"|""
"2005"|"22C3"|"Advanced Buffer Overflow Methods [or] Smack the Stack - Cracki ng the VA-Patch"|"A quick review of the standard buffer overflow securityz st ructure VA Patch; What it is and what it does to prevent buffer overf lows.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/491.en.html"|""
"2005"|"22C3"|"A guided tour to European IT lobbying - An investigation into intransparency"|"Information overflow is a general problem of today's open information infrastructures. Everything can be found on the web but u nfortunately not by everyone. Getting informed about the European Unio n and its projects is a task which you cannot leave to the Commission' s public relations department. You should better start your own invest igation.CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/591.en.html"|""
"2005"|"22C3"|"AJAX Based Web Applications"|"Isn't ironic that web applications are now as nice to use as GUI applications were before the web was invented? Well; almost a s nice. We review state of the technologies that make this possible; and discuss the ramifications for the architecture of web applications .CLASS:PUBLICSTATUS:CONFIRMEDCATEGORY:Lecture"|"http://events.ccc.de/congress/2005/fahrplan/events/418.en.html"|""
